"","plate","wellLetter","wellRow","wellNumber","well","crab","crabID","chamber","Location","date"
"34","W24_116","B",3,4,"B4","X_48","CH01_X_48_2024_02_03_treat_h_01","CH01","CH01_W24_116_B4","2024_02_03"
"35","W24_116","B",3,5,"B5","X_44","CH01_X_44_2024_02_03_treat_h_01","CH01","CH01_W24_116_B5","2024_02_03"
"36","W24_116","B",3,6,"B6","X_23","CH01_X_23_2024_02_03_treat_h_01","CH01","CH01_W24_116_B6","2024_02_03"
"37","W24_116","C",2,1,"C1","X_21","CH01_X_21_2024_02_03_treat_h_01","CH01","CH01_W24_116_C1","2024_02_03"
"38","W24_116","C",2,2,"C2","X_36","CH01_X_36_2024_02_03_treat_h_01","CH01","CH01_W24_116_C2","2024_02_03"
"39","W24_116","C",2,3,"C3","X_20","CH01_X_20_2024_02_03_treat_h_01","CH01","CH01_W24_116_C3","2024_02_03"
"40","W24_116","C",2,4,"C4","X_16","CH01_X_16_2024_02_03_treat_h_01","CH01","CH01_W24_116_C4","2024_02_03"
"41","W24_116","C",2,5,"C5","X_34","CH01_X_34_2024_02_03_treat_h_01","CH01","CH01_W24_116_C5","2024_02_03"
"42","W24_116","C",2,6,"C6","X_15","CH01_X_15_2024_02_03_treat_h_01","CH01","CH01_W24_116_C6","2024_02_03"
"43","W24_116","D",1,1,"D1","X_10","CH01_X_10_2024_02_03_treat_h_01","CH01","CH01_W24_116_D1","2024_02_03"
"44","W24_116","D",1,2,"D2","X_24","CH01_X_24_2024_02_03_treat_h_01","CH01","CH01_W24_116_D2","2024_02_03"
"45","W24_116","D",1,3,"D3","X_22","CH01_X_22_2024_02_03_treat_h_01","CH01","CH01_W24_116_D3","2024_02_03"
"46","W24_116","D",1,4,"D4","X_46","CH01_X_46_2024_02_03_treat_h_01","CH01","CH01_W24_116_D4","2024_02_03"
"47","W24_116","D",1,5,"D5","X_17","CH01_X_17_2024_02_03_treat_h_01","CH01","CH01_W24_116_D5","2024_02_03"
"48","W24_116","D",1,6,"D6","X_32","CH01_X_32_2024_02_03_treat_h_01","CH01","CH01_W24_116_D6","2024_02_03"
