"","plate","wellLetter","wellRow","wellNumber","well","crab","crabID","chamber","Location","date"
"22","W24_301","D",1,4,"D4","X_48","CH07_X_48_2024_02_06_treat_j_f","CH07","CH07_W24_301_D4","2024_02_06"
"23","W24_301","D",1,5,"D5","X_16","CH07_X_16_2024_02_06_treat_j_f","CH07","CH07_W24_301_D5","2024_02_06"
"24","W24_301","D",1,6,"D6","X_38","CH07_X_38_2024_02_06_treat_j_f","CH07","CH07_W24_301_D6","2024_02_06"
"25","W24_361","A",4,1,"A1","X_14","CH07_X_14_2024_02_06_treat_j_f","CH07","CH07_W24_361_A1","2024_02_06"
"26","W24_361","A",4,2,"A2","X_45","CH07_X_45_2024_02_06_treat_j_f","CH07","CH07_W24_361_A2","2024_02_06"
"27","W24_361","A",4,3,"A3","X_44","CH07_X_44_2024_02_06_treat_j_f","CH07","CH07_W24_361_A3","2024_02_06"
"28","W24_361","A",4,4,"A4","X_21","CH07_X_21_2024_02_06_treat_j_f","CH07","CH07_W24_361_A4","2024_02_06"
"29","W24_361","A",4,5,"A5","X_13","CH07_X_13_2024_02_06_treat_j_f","CH07","CH07_W24_361_A5","2024_02_06"
"30","W24_361","A",4,6,"A6","X_47","CH07_X_47_2024_02_06_treat_j_f","CH07","CH07_W24_361_A6","2024_02_06"
"31","W24_361","B",3,1,"B1","X_8","CH07_X_8_2024_02_06_treat_j_f","CH07","CH07_W24_361_B1","2024_02_06"
"32","W24_361","B",3,2,"B2","X_23","CH07_X_23_2024_02_06_treat_j_f","CH07","CH07_W24_361_B2","2024_02_06"
"33","W24_361","B",3,3,"B3","X_43","CH07_X_43_2024_02_06_treat_j_f","CH07","CH07_W24_361_B3","2024_02_06"
"34","W24_361","B",3,4,"B4","X_34","CH07_X_34_2024_02_06_treat_j_f","CH07","CH07_W24_361_B4","2024_02_06"
"35","W24_361","B",3,5,"B5","X_36","CH07_X_36_2024_02_06_treat_j_f","CH07","CH07_W24_361_B5","2024_02_06"
"36","W24_361","B",3,6,"B6","X_5","CH07_X_5_2024_02_06_treat_j_f","CH07","CH07_W24_361_B6","2024_02_06"
"37","W24_361","C",2,1,"C1","X_42","CH07_X_42_2024_02_06_treat_j_f","CH07","CH07_W24_361_C1","2024_02_06"
"38","W24_361","C",2,2,"C2","X_37","CH07_X_37_2024_02_06_treat_j_f","CH07","CH07_W24_361_C2","2024_02_06"
"39","W24_361","C",2,3,"C3","X_10","CH07_X_10_2024_02_06_treat_j_f","CH07","CH07_W24_361_C3","2024_02_06"
"40","W24_361","C",2,4,"C4","X_30","CH07_X_30_2024_02_06_treat_j_f","CH07","CH07_W24_361_C4","2024_02_06"
"41","W24_361","C",2,5,"C5","X_4","CH07_X_4_2024_02_06_treat_j_f","CH07","CH07_W24_361_C5","2024_02_06"
"42","W24_361","C",2,6,"C6","X_33","CH07_X_33_2024_02_06_treat_j_f","CH07","CH07_W24_361_C6","2024_02_06"
"43","W24_361","D",1,1,"D1","X_11","CH07_X_11_2024_02_06_treat_j_f","CH07","CH07_W24_361_D1","2024_02_06"
"44","W24_361","D",1,2,"D2","X_28","CH07_X_28_2024_02_06_treat_j_f","CH07","CH07_W24_361_D2","2024_02_06"
"45","W24_361","D",1,3,"D3","X_39","CH07_X_39_2024_02_06_treat_j_f","CH07","CH07_W24_361_D3","2024_02_06"
"46","W24_361","D",1,4,"D4","X_25","CH07_X_25_2024_02_06_treat_j_f","CH07","CH07_W24_361_D4","2024_02_06"
"47","W24_361","D",1,5,"D5","X_32","CH07_X_32_2024_02_06_treat_j_f","CH07","CH07_W24_361_D5","2024_02_06"
"48","W24_361","D",1,6,"D6","X_24","CH07_X_24_2024_02_06_treat_j_f","CH07","CH07_W24_361_D6","2024_02_06"
