"","plate","wellLetter","wellRow","wellNumber","well","crab","crabID","chamber","Location","date"
"35","W24_263","B",3,5,"B5","X_13","CH04_X_13_2024_02_06_treat_j_c","CH04","CH04_W24_263_B5","2024_02_06"
"36","W24_263","B",3,6,"B6","X_3","CH04_X_3_2024_02_06_treat_j_c","CH04","CH04_W24_263_B6","2024_02_06"
"37","W24_263","C",2,1,"C1","X_41","CH04_X_41_2024_02_06_treat_j_c","CH04","CH04_W24_263_C1","2024_02_06"
"38","W24_263","C",2,2,"C2","X_26","CH04_X_26_2024_02_06_treat_j_c","CH04","CH04_W24_263_C2","2024_02_06"
"39","W24_263","C",2,3,"C3","X_37","CH04_X_37_2024_02_06_treat_j_c","CH04","CH04_W24_263_C3","2024_02_06"
"40","W24_263","C",2,4,"C4","X_10","CH04_X_10_2024_02_06_treat_j_c","CH04","CH04_W24_263_C4","2024_02_06"
"41","W24_263","C",2,5,"C5","X_16","CH04_X_16_2024_02_06_treat_j_c","CH04","CH04_W24_263_C5","2024_02_06"
"42","W24_263","C",2,6,"C6","X_33","CH04_X_33_2024_02_06_treat_j_c","CH04","CH04_W24_263_C6","2024_02_06"
"43","W24_263","D",1,1,"D1","X_47","CH04_X_47_2024_02_06_treat_j_c","CH04","CH04_W24_263_D1","2024_02_06"
"44","W24_263","D",1,2,"D2","X_39","CH04_X_39_2024_02_06_treat_j_c","CH04","CH04_W24_263_D2","2024_02_06"
"45","W24_263","D",1,3,"D3","X_46","CH04_X_46_2024_02_06_treat_j_c","CH04","CH04_W24_263_D3","2024_02_06"
"46","W24_263","D",1,4,"D4","X_35","CH04_X_35_2024_02_06_treat_j_c","CH04","CH04_W24_263_D4","2024_02_06"
"47","W24_263","D",1,5,"D5","X_1","CH04_X_1_2024_02_06_treat_j_c","CH04","CH04_W24_263_D5","2024_02_06"
"48","W24_263","D",1,6,"D6","X_42","CH04_X_42_2024_02_06_treat_j_c","CH04","CH04_W24_263_D6","2024_02_06"
